stage_event_id,application_id,stage_name,stage_date,stage_status,drop_reason
2961,911,Managerial Interview,2024-06-11,Selected,
2962,911,HR Interview,2024-06-18,Selected,
2963,911,Offer Made,2024-06-22,Accepted,
2964,911,Joined,2024-06-27,Joined,
2965,912,Resume Screening,2024-07-28,Selected,
2966,912,Technical Interview,2024-08-01,Selected,
2967,912,Managerial Interview,2024-08-04,Selected,
2968,912,HR Interview,2024-08-11,Selected,
2969,912,Offer Made,2024-08-17,Accepted,
2970,912,Joined,2024-08-20,Joined,
2971,913,Resume Screening,2024-09-28,Selected,
2972,913,Technical Interview,2024-09-30,Selected,
2973,913,Managerial Interview,2024-10-03,Selected,
2974,913,HR Interview,2024-10-08,Rejected,Location constraint
2975,914,Resume Screening,2024-08-23,Selected,
2976,914,Technical Interview,2024-08-30,Selected,
2977,914,Managerial Interview,2024-09-03,Selected,
2978,914,HR Interview,2024-09-08,Selected,
2979,914,Offer Made,2024-09-15,Accepted,
2980,914,Joined,2024-09-19,Joined,
2981,915,Resume Screening,2024-01-16,Rejected,Experience mismatch
2982,916,Resume Screening,2024-11-01,Selected,
2983,916,Technical Interview,2024-11-08,Selected,
2984,916,Managerial Interview,2024-11-10,Selected,
2985,916,HR Interview,2024-11-13,Rejected,Salary mismatch
2986,917,Resume Screening,2024-02-23,Rejected,Experience mismatch
2987,918,Resume Screening,2024-08-28,Selected,
2988,918,Technical Interview,2024-08-31,Rejected,Domain mismatch
2989,919,Resume Screening,2024-08-01,Selected,
2990,919,Technical Interview,2024-08-07,Selected,
2991,919,Managerial Interview,2024-08-10,Selected,
2992,919,HR Interview,2024-08-17,Selected,
2993,919,Offer Made,2024-08-24,Accepted,
2994,919,Joined,2024-08-28,Joined,
2995,920,Resume Screening,2024-04-06,Selected,
2996,920,Technical Interview,2024-04-09,Selected,
2997,920,Managerial Interview,2024-04-12,Rejected,Project mismatch
2998,921,Resume Screening,2024-06-03,Selected,
2999,921,Technical Interview,2024-06-05,Selected,
3000,921,Managerial Interview,2024-06-12,Selected,
3001,921,HR Interview,2024-06-14,Rejected,Location constraint
3002,922,Resume Screening,2024-04-22,Rejected,Skill mismatch
3003,923,Resume Screening,2024-06-20,Selected,
3004,923,Technical Interview,2024-06-27,Selected,
3005,923,Managerial Interview,2024-07-03,Rejected,Project mismatch
3006,924,Resume Screening,2024-05-27,Selected,
3007,924,Technical Interview,2024-05-29,Rejected,Domain mismatch
3008,925,Resume Screening,2024-03-15,Selected,
3009,925,Technical Interview,2024-03-20,Selected,
3010,925,Managerial Interview,2024-03-26,Selected,
3011,925,HR Interview,2024-04-02,Selected,
3012,925,Offer Made,2024-04-08,Accepted,
3013,925,Joined,2024-04-12,Joined,
3014,926,Resume Screening,2024-04-30,Rejected,Experience mismatch
3015,927,Resume Screening,2024-02-26,Rejected,Experience mismatch
3016,928,Resume Screening,2024-12-05,Selected,
3017,928,Technical Interview,2024-12-09,Selected,
3018,928,Managerial Interview,2024-12-12,Selected,
3019,928,HR Interview,2024-12-15,Selected,
3020,928,Offer Made,2024-12-18,Accepted,
3021,928,Joined,2024-12-23,Joined,
3022,929,Resume Screening,2024-11-17,Selected,
3023,929,Technical Interview,2024-11-23,Selected,
3024,929,Managerial Interview,2024-11-26,Selected,
3025,929,HR Interview,2024-12-01,Selected,
3026,929,Offer Made,2024-12-03,Declined,Compensation issue
3027,930,Resume Screening,2024-11-11,Rejected,Skill mismatch
3028,931,Resume Screening,2024-06-07,Selected,
3029,931,Technical Interview,2024-06-14,Selected,
3030,931,Managerial Interview,2024-06-17,Selected,
3031,931,HR Interview,2024-06-20,Selected,
3032,931,Offer Made,2024-06-27,Declined,Better offer
3033,932,Resume Screening,2024-10-25,Rejected,Skill mismatch
3034,933,Resume Screening,2024-07-20,Selected,
3035,933,Technical Interview,2024-07-25,Selected,
3036,933,Managerial Interview,2024-07-30,Selected,
3037,933,HR Interview,2024-08-01,Selected,
3038,933,Offer Made,2024-08-08,Accepted,
3039,933,Joined,2024-08-12,Joined,
3040,934,Resume Screening,2024-10-23,Selected,
3041,934,Technical Interview,2024-10-28,Selected,
3042,934,Managerial Interview,2024-11-01,Selected,
3043,934,HR Interview,2024-11-04,Selected,
3044,934,Offer Made,2024-11-09,Accepted,
3045,934,Joined,2024-11-16,Joined,
3046,935,Resume Screening,2024-06-01,Rejected,Profile not relevant
3047,936,Resume Screening,2024-05-08,Selected,
3048,936,Technical Interview,2024-05-14,Rejected,Low problem-solving
3049,937,Resume Screening,2024-05-17,Selected,
3050,937,Technical Interview,2024-05-23,Rejected,Domain mismatch
3051,938,Resume Screening,2024-03-31,Selected,
3052,938,Technical Interview,2024-04-03,Rejected,Domain mismatch
3053,939,Resume Screening,2024-04-15,Selected,
3054,939,Technical Interview,2024-04-19,Selected,
3055,939,Managerial Interview,2024-04-22,Selected,
3056,939,HR Interview,2024-04-29,Selected,
3057,939,Offer Made,2024-05-04,Accepted,
3058,939,Joined,2024-05-11,Joined,
3059,940,Resume Screening,2024-06-26,Selected,
3060,940,Technical Interview,2024-06-29,Selected,
3061,940,Managerial Interview,2024-07-04,Selected,
3062,940,HR Interview,2024-07-10,Selected,
3063,940,Offer Made,2024-07-12,Accepted,
3064,940,Joined,2024-07-19,Joined,
3065,941,Resume Screening,2024-03-02,Rejected,Skill mismatch
3066,942,Resume Screening,2024-11-16,Rejected,Experience mismatch
3067,943,Resume Screening,2024-06-11,Selected,
3068,943,Technical Interview,2024-06-15,Selected,
3069,943,Managerial Interview,2024-06-19,Rejected,Project mismatch
3070,944,Resume Screening,2024-08-15,Selected,
3071,944,Technical Interview,2024-08-19,Rejected,Technical gap
3072,945,Resume Screening,2024-11-24,Selected,
3073,945,Technical Interview,2024-11-30,Selected,
3074,945,Managerial Interview,2024-12-02,Selected,
3075,945,HR Interview,2024-12-07,Selected,
3076,945,Offer Made,2024-12-09,Declined,Location issue
3077,946,Resume Screening,2025-01-11,Selected,
3078,946,Technical Interview,2025-01-14,Rejected,Domain mismatch
3079,947,Resume Screening,2024-08-03,Selected,
3080,947,Technical Interview,2024-08-09,Rejected,Low problem-solving
3081,948,Resume Screening,2024-09-19,Rejected,Profile not relevant
3082,949,Resume Screening,2024-02-22,Rejected,Experience mismatch
3083,950,Resume Screening,2024-10-02,Rejected,Skill mismatch
3084,951,Resume Screening,2024-07-22,Selected,
3085,951,Technical Interview,2024-07-26,Rejected,Technical gap
3086,952,Resume Screening,2024-02-29,Selected,
3087,952,Technical Interview,2024-03-02,Selected,
3088,952,Managerial Interview,2024-03-04,Selected,
3089,952,HR Interview,2024-03-08,Selected,
3090,952,Offer Made,2024-03-10,Accepted,
3091,952,Joined,2024-03-17,Joined,
3092,953,Resume Screening,2024-07-17,Selected,
3093,953,Technical Interview,2024-07-21,Selected,
3094,953,Managerial Interview,2024-07-25,Selected,
3095,953,HR Interview,2024-07-31,Selected,
3096,953,Offer Made,2024-08-02,Accepted,
3097,953,Joined,2024-08-09,Joined,
3098,954,Resume Screening,2024-10-27,Selected,
3099,954,Technical Interview,2024-11-03,Selected,
3100,954,Managerial Interview,2024-11-08,Selected,
3101,954,HR Interview,2024-11-10,Selected,
3102,954,Offer Made,2024-11-16,Accepted,
3103,954,Joined,2024-11-21,Joined,
3104,955,Resume Screening,2024-06-27,Rejected,Profile not relevant
3105,956,Resume Screening,2024-08-06,Rejected,Experience mismatch
3106,957,Resume Screening,2024-08-07,Rejected,Profile not relevant
3107,958,Resume Screening,2024-08-20,Rejected,Experience mismatch
3108,959,Resume Screening,2024-08-19,Selected,
3109,959,Technical Interview,2024-08-23,Selected,
3110,959,Managerial Interview,2024-08-26,Selected,
3111,959,HR Interview,2024-08-29,Selected,
3112,959,Offer Made,2024-09-02,Accepted,
3113,959,Joined,2024-09-06,Joined,
3114,960,Resume Screening,2024-03-14,Rejected,Profile not relevant
3115,961,Resume Screening,2024-12-01,Selected,
3116,961,Technical Interview,2024-12-03,Selected,
3117,961,Managerial Interview,2024-12-06,Rejected,Project mismatch
3118,962,Resume Screening,2024-06-12,Selected,
3119,962,Technical Interview,2024-06-18,Rejected,Technical gap
3120,963,Resume Screening,2024-11-02,Rejected,Experience mismatch
3121,964,Resume Screening,2024-02-19,Rejected,Experience mismatch
3122,965,Resume Screening,2024-03-24,Selected,
3123,965,Technical Interview,2024-03-29,Selected,
3124,965,Managerial Interview,2024-04-03,Selected,
3125,965,HR Interview,2024-04-07,Selected,
3126,965,Offer Made,2024-04-10,Accepted,
3127,965,Joined,2024-04-14,Joined,
3128,966,Resume Screening,2024-07-30,Selected,
3129,966,Technical Interview,2024-08-04,Rejected,Domain mismatch
3130,967,Resume Screening,2024-12-24,Rejected,Experience mismatch
3131,968,Resume Screening,2024-06-04,Selected,
3132,968,Technical Interview,2024-06-08,Selected,
3133,968,Managerial Interview,2024-06-15,Selected,
3134,968,HR Interview,2024-06-19,Selected,
3135,968,Offer Made,2024-06-21,Accepted,
3136,968,Joined,2024-06-28,Joined,
3137,969,Resume Screening,2024-09-25,Rejected,Experience mismatch
3138,970,Resume Screening,2024-09-08,Selected,
3139,970,Technical Interview,2024-09-12,Selected,
3140,970,Managerial Interview,2024-09-16,Selected,
3141,970,HR Interview,2024-09-21,Selected,
3142,970,Offer Made,2024-09-26,Declined,Compensation issue
3143,971,Resume Screening,2024-08-04,Selected,
3144,971,Technical Interview,2024-08-08,Selected,
3145,971,Managerial Interview,2024-08-12,Selected,
3146,971,HR Interview,2024-08-14,Selected,
3147,971,Offer Made,2024-08-19,Declined,Compensation issue
3148,972,Resume Screening,2024-10-05,Selected,
3149,972,Technical Interview,2024-10-12,Selected,
3150,972,Managerial Interview,2024-10-17,Rejected,Project mismatch
3151,973,Resume Screening,2024-06-28,Selected,
3152,973,Technical Interview,2024-06-30,Rejected,Domain mismatch
3153,974,Resume Screening,2024-03-29,Rejected,Profile not relevant
3154,975,Resume Screening,2024-09-22,Selected,
3155,975,Technical Interview,2024-09-27,Selected,
3156,975,Managerial Interview,2024-10-04,Selected,
3157,975,HR Interview,2024-10-11,Selected,
3158,975,Offer Made,2024-10-13,Accepted,
3159,975,Joined,2024-10-18,Joined,
3160,976,Resume Screening,2024-09-27,Selected,
3161,976,Technical Interview,2024-09-29,Selected,
3162,976,Managerial Interview,2024-10-06,Selected,
3163,976,HR Interview,2024-10-13,Selected,
3164,976,Offer Made,2024-10-18,Accepted,
3165,976,Joined,2024-10-25,Joined,
3166,977,Resume Screening,2024-04-24,Selected,
3167,977,Technical Interview,2024-04-30,Selected,
3168,977,Managerial Interview,2024-05-03,Selected,
3169,977,HR Interview,2024-05-09,Selected,
3170,977,Offer Made,2024-05-16,Accepted,
3171,977,Joined,2024-05-20,Joined,
3172,978,Resume Screening,2024-03-04,Selected,
3173,978,Technical Interview,2024-03-08,Selected,
3174,978,Managerial Interview,2024-03-15,Selected,
3175,978,HR Interview,2024-03-22,Selected,
3176,978,Offer Made,2024-03-24,Declined,Location issue
3177,979,Resume Screening,2024-02-07,Selected,
3178,979,Technical Interview,2024-02-12,Selected,
3179,979,Managerial Interview,2024-02-17,Selected,
3180,979,HR Interview,2024-02-24,Rejected,Location constraint
3181,980,Resume Screening,2024-02-29,Selected,
3182,980,Technical Interview,2024-03-07,Selected,
3183,980,Managerial Interview,2024-03-13,Selected,
3184,980,HR Interview,2024-03-15,Selected,
3185,980,Offer Made,2024-03-22,Declined,Better offer
3186,981,Resume Screening,2024-04-21,Rejected,Skill mismatch
3187,982,Resume Screening,2024-06-18,Selected,
3188,982,Technical Interview,2024-06-24,Rejected,Low problem-solving
3189,983,Resume Screening,2024-05-04,Selected,
3190,983,Technical Interview,2024-05-06,Selected,
3191,983,Managerial Interview,2024-05-08,Selected,
3192,983,HR Interview,2024-05-14,Selected,
3193,983,Offer Made,2024-05-19,Accepted,
3194,983,Joined,2024-05-23,Joined,
3195,984,Resume Screening,2024-02-14,Rejected,Experience mismatch
3196,985,Resume Screening,2024-09-08,Selected,
3197,985,Technical Interview,2024-09-13,Selected,
3198,985,Managerial Interview,2024-09-18,Selected,
3199,985,HR Interview,2024-09-22,Selected,
3200,985,Offer Made,2024-09-24,Declined,Location issue
3201,986,Resume Screening,2024-04-19,Selected,
3202,986,Technical Interview,2024-04-25,Selected,
3203,986,Managerial Interview,2024-04-27,Selected,
3204,986,HR Interview,2024-04-30,Selected,
3205,986,Offer Made,2024-05-07,Accepted,
3206,986,Joined,2024-05-10,Joined,
3207,987,Resume Screening,2024-11-15,Selected,
3208,987,Technical Interview,2024-11-22,Selected,
3209,987,Managerial Interview,2024-11-29,Selected,
3210,987,HR Interview,2024-12-01,Selected,
3211,987,Offer Made,2024-12-08,Accepted,
3212,987,Joined,2024-12-14,Joined,
3213,988,Resume Screening,2024-08-07,Rejected,Experience mismatch
3214,989,Resume Screening,2024-06-23,Selected,
3215,989,Technical Interview,2024-06-26,Rejected,Domain mismatch
3216,990,Resume Screening,2024-10-14,Rejected,Experience mismatch
3217,991,Resume Screening,2024-12-02,Selected,
3218,991,Technical Interview,2024-12-05,Selected,
3219,991,Managerial Interview,2024-12-10,Selected,
3220,991,HR Interview,2024-12-16,Selected,
3221,991,Offer Made,2024-12-19,Accepted,
3222,991,Joined,2024-12-21,Joined,
3223,992,Resume Screening,2024-04-04,Rejected,Skill mismatch
3224,993,Resume Screening,2024-01-26,Selected,
3225,993,Technical Interview,2024-02-02,Selected,
3226,993,Managerial Interview,2024-02-05,Selected,
3227,993,HR Interview,2024-02-11,Selected,
3228,993,Offer Made,2024-02-13,Accepted,
3229,993,Joined,2024-02-20,Joined,
3230,994,Resume Screening,2024-05-01,Selected,
3231,994,Technical Interview,2024-05-07,Rejected,Low problem-solving
3232,995,Resume Screening,2024-03-18,Rejected,Experience mismatch
3233,996,Resume Screening,2024-11-14,Rejected,Experience mismatch
3234,997,Resume Screening,2024-06-09,Rejected,Skill mismatch
3235,998,Resume Screening,2024-10-19,Selected,
3236,998,Technical Interview,2024-10-21,Selected,
3237,998,Managerial Interview,2024-10-28,Selected,
3238,998,HR Interview,2024-11-02,Selected,
3239,998,Offer Made,2024-11-06,Accepted,
3240,998,Joined,2024-11-13,Joined,
3241,999,Resume Screening,2024-02-11,Rejected,Profile not relevant
3242,1000,Resume Screening,2024-11-13,Selected,
3243,1000,Technical Interview,2024-11-18,Selected,
3244,1000,Managerial Interview,2024-11-20,Selected,
3245,1000,HR Interview,2024-11-25,Selected,
3246,1000,Offer Made,2024-11-30,Accepted,
3247,1000,Joined,2024-12-02,Joined,
3248,1001,Resume Screening,2024-10-21,Rejected,Skill mismatch
3249,1002,Resume Screening,2024-03-27,Rejected,Skill mismatch
3250,1003,Resume Screening,2024-02-26,Rejected,Profile not relevant
3251,1004,Resume Screening,2024-05-07,Selected,
3252,1004,Technical Interview,2024-05-10,Selected,
3253,1004,Managerial Interview,2024-05-17,Rejected,Team fit issue
3254,1005,Resume Screening,2024-10-03,Rejected,Skill mismatch
3255,1006,Resume Screening,2024-04-03,Rejected,Experience mismatch
3256,1007,Resume Screening,2024-10-29,Selected,
3257,1007,Technical Interview,2024-11-02,Selected,
3258,1007,Managerial Interview,2024-11-05,Selected,
3259,1007,HR Interview,2024-11-10,Selected,
3260,1007,Offer Made,2024-11-15,Accepted,
3261,1007,Joined,2024-11-21,Joined,
3262,1008,Resume Screening,2024-09-11,Selected,
3263,1008,Technical Interview,2024-09-17,Selected,
3264,1008,Managerial Interview,2024-09-21,Selected,
3265,1008,HR Interview,2024-09-23,Selected,
3266,1008,Offer Made,2024-09-27,Accepted,
3267,1008,Joined,2024-10-03,Joined,
3268,1009,Resume Screening,2024-03-31,Rejected,Skill mismatch
3269,1010,Resume Screening,2024-03-10,Selected,
3270,1010,Technical Interview,2024-03-16,Selected,
3271,1010,Managerial Interview,2024-03-19,Selected,
3272,1010,HR Interview,2024-03-23,Selected,
3273,1010,Offer Made,2024-03-26,Accepted,
3274,1010,Joined,2024-03-28,Joined,
3275,1011,Resume Screening,2024-09-26,Selected,
3276,1011,Technical Interview,2024-09-29,Rejected,Technical gap
3277,1012,Resume Screening,2024-03-02,Rejected,Experience mismatch
3278,1013,Resume Screening,2024-07-02,Selected,
3279,1013,Technical Interview,2024-07-08,Rejected,Domain mismatch
3280,1014,Resume Screening,2024-10-25,Rejected,Skill mismatch
3281,1015,Resume Screening,2024-05-29,Selected,
3282,1015,Technical Interview,2024-06-01,Selected,
3283,1015,Managerial Interview,2024-06-05,Selected,
3284,1015,HR Interview,2024-06-09,Selected,
3285,1015,Offer Made,2024-06-15,Accepted,
3286,1015,Joined,2024-06-19,Joined,
3287,1016,Resume Screening,2024-03-17,Selected,
3288,1016,Technical Interview,2024-03-24,Selected,
3289,1016,Managerial Interview,2024-03-27,Selected,
3290,1016,HR Interview,2024-04-03,Selected,
3291,1016,Offer Made,2024-04-10,Accepted,
3292,1016,Joined,2024-04-16,Joined,
3293,1017,Resume Screening,2024-04-16,Selected,
3294,1017,Technical Interview,2024-04-21,Selected,
3295,1017,Managerial Interview,2024-04-23,Selected,
3296,1017,HR Interview,2024-04-25,Rejected,Salary mismatch
3297,1018,Resume Screening,2024-06-11,Selected,
3298,1018,Technical Interview,2024-06-17,Selected,
3299,1018,Managerial Interview,2024-06-24,Selected,
3300,1018,HR Interview,2024-06-26,Selected,
3301,1018,Offer Made,2024-06-28,Declined,Better offer
3302,1019,Resume Screening,2024-03-28,Selected,
3303,1019,Technical Interview,2024-04-04,Rejected,Domain mismatch
3304,1020,Resume Screening,2024-10-29,Rejected,Skill mismatch
3305,1021,Resume Screening,2024-08-04,Selected,
3306,1021,Technical Interview,2024-08-08,Rejected,Low problem-solving
3307,1022,Resume Screening,2024-02-23,Selected,
3308,1022,Technical Interview,2024-02-27,Selected,
3309,1022,Managerial Interview,2024-03-01,Selected,
3310,1022,HR Interview,2024-03-06,Selected,
3311,1022,Offer Made,2024-03-10,Accepted,
3312,1022,Joined,2024-03-14,Joined,
3313,1023,Resume Screening,2024-03-18,Selected,
3314,1023,Technical Interview,2024-03-23,Rejected,Technical gap
3315,1024,Resume Screening,2024-08-15,Selected,
3316,1024,Technical Interview,2024-08-18,Selected,
3317,1024,Managerial Interview,2024-08-22,Selected,
3318,1024,HR Interview,2024-08-28,Selected,
3319,1024,Offer Made,2024-08-30,Declined,Location issue
3320,1025,Resume Screening,2024-04-06,Selected,
3321,1025,Technical Interview,2024-04-09,Selected,
3322,1025,Managerial Interview,2024-04-15,Selected,
3323,1025,HR Interview,2024-04-19,Selected,
3324,1025,Offer Made,2024-04-26,Accepted,
3325,1025,Joined,2024-04-29,Joined,
3326,1026,Resume Screening,2024-04-23,Rejected,Profile not relevant
3327,1027,Resume Screening,2024-01-28,Rejected,Profile not relevant
3328,1028,Resume Screening,2024-03-31,Selected,
3329,1028,Technical Interview,2024-04-05,Rejected,Domain mismatch
3330,1029,Resume Screening,2024-03-02,Rejected,Skill mismatch
3331,1030,Resume Screening,2024-03-23,Selected,
3332,1030,Technical Interview,2024-03-27,Selected,
3333,1030,Managerial Interview,2024-03-31,Selected,
3334,1030,HR Interview,2024-04-04,Selected,
3335,1030,Offer Made,2024-04-06,Accepted,
3336,1030,Joined,2024-04-11,Joined,
3337,1031,Resume Screening,2024-07-22,Rejected,Skill mismatch
3338,1032,Resume Screening,2024-12-27,Rejected,Skill mismatch
3339,1033,Resume Screening,2024-02-26,Selected,
3340,1033,Technical Interview,2024-03-01,Selected,
3341,1033,Managerial Interview,2024-03-04,Selected,
3342,1033,HR Interview,2024-03-07,Selected,
3343,1033,Offer Made,2024-03-12,Accepted,
3344,1033,Joined,2024-03-19,Joined,
3345,1034,Resume Screening,2024-06-06,Selected,
3346,1034,Technical Interview,2024-06-09,Selected,
3347,1034,Managerial Interview,2024-06-13,Selected,
3348,1034,HR Interview,2024-06-19,Selected,
3349,1034,Offer Made,2024-06-24,Accepted,
3350,1034,Joined,2024-06-28,Joined,
3351,1035,Resume Screening,2024-07-02,Rejected,Profile not relevant
3352,1036,Resume Screening,2024-09-19,Selected,
3353,1036,Technical Interview,2024-09-26,Selected,
3354,1036,Managerial Interview,2024-10-03,Selected,
3355,1036,HR Interview,2024-10-08,Selected,
3356,1036,Offer Made,2024-10-12,Accepted,
3357,1036,Joined,2024-10-15,Joined,
3358,1037,Resume Screening,2024-03-03,Selected,
3359,1037,Technical Interview,2024-03-10,Selected,
3360,1037,Managerial Interview,2024-03-17,Rejected,Project mismatch
3361,1038,Resume Screening,2024-11-27,Selected,
3362,1038,Technical Interview,2024-11-29,Rejected,Domain mismatch
3363,1039,Resume Screening,2024-11-28,Selected,
3364,1039,Technical Interview,2024-11-30,Selected,
3365,1039,Managerial Interview,2024-12-04,Selected,
3366,1039,HR Interview,2024-12-07,Selected,
3367,1039,Offer Made,2024-12-09,Accepted,
3368,1039,Joined,2024-12-12,Joined,
3369,1040,Resume Screening,2024-06-06,Selected,
3370,1040,Technical Interview,2024-06-09,Selected,
3371,1040,Managerial Interview,2024-06-15,Selected,
3372,1040,HR Interview,2024-06-19,Selected,
3373,1040,Offer Made,2024-06-24,Accepted,
3374,1040,Joined,2024-07-01,Joined,
3375,1041,Resume Screening,2024-08-18,Selected,
3376,1041,Technical Interview,2024-08-21,Rejected,Low problem-solving
3377,1042,Resume Screening,2024-08-02,Rejected,Profile not relevant
3378,1043,Resume Screening,2024-03-18,Selected,
3379,1043,Technical Interview,2024-03-21,Rejected,Low problem-solving
3380,1044,Resume Screening,2024-03-31,Selected,
3381,1044,Technical Interview,2024-04-07,Selected,
3382,1044,Managerial Interview,2024-04-12,Selected,
3383,1044,HR Interview,2024-04-19,Selected,
3384,1044,Offer Made,2024-04-21,Declined,Location issue
3385,1045,Resume Screening,2024-05-27,Rejected,Skill mismatch
3386,1046,Resume Screening,2024-11-16,Rejected,Profile not relevant
3387,1047,Resume Screening,2024-03-16,Selected,
3388,1047,Technical Interview,2024-03-19,Selected,
3389,1047,Managerial Interview,2024-03-24,Selected,
3390,1047,HR Interview,2024-03-28,Selected,
3391,1047,Offer Made,2024-04-04,Accepted,
3392,1047,Joined,2024-04-09,Joined,
3393,1048,Resume Screening,2024-11-30,Rejected,Experience mismatch
3394,1049,Resume Screening,2024-01-26,Selected,
3395,1049,Technical Interview,2024-01-28,Rejected,Domain mismatch
3396,1050,Resume Screening,2024-05-31,Selected,
3397,1050,Technical Interview,2024-06-05,Selected,
3398,1050,Managerial Interview,2024-06-07,Selected,
3399,1050,HR Interview,2024-06-10,Selected,
3400,1050,Offer Made,2024-06-12,Accepted,
3401,1050,Joined,2024-06-16,Joined,
3402,1051,Resume Screening,2024-08-12,Selected,
3403,1051,Technical Interview,2024-08-14,Selected,
3404,1051,Managerial Interview,2024-08-16,Selected,
3405,1051,HR Interview,2024-08-23,Selected,
3406,1051,Offer Made,2024-08-28,Declined,Location issue
3407,1052,Resume Screening,2024-06-28,Selected,
3408,1052,Technical Interview,2024-07-04,Rejected,Low problem-solving
3409,1053,Resume Screening,2024-08-13,Selected,
3410,1053,Technical Interview,2024-08-16,Rejected,Domain mismatch
3411,1054,Resume Screening,2024-11-11,Selected,
3412,1054,Technical Interview,2024-11-14,Selected,
3413,1054,Managerial Interview,2024-11-16,Rejected,Team fit issue
3414,1055,Resume Screening,2024-05-17,Selected,
3415,1055,Technical Interview,2024-05-24,Selected,
3416,1055,Managerial Interview,2024-05-28,Selected,
3417,1055,HR Interview,2024-06-03,Rejected,Notice period issue
3418,1056,Resume Screening,2024-05-05,Selected,
3419,1056,Technical Interview,2024-05-10,Selected,
3420,1056,Managerial Interview,2024-05-15,Selected,
3421,1056,HR Interview,2024-05-20,Selected,
3422,1056,Offer Made,2024-05-24,Accepted,
3423,1056,Joined,2024-05-26,Joined,
3424,1057,Resume Screening,2024-09-02,Rejected,Profile not relevant
3425,1058,Resume Screening,2024-09-29,Selected,
3426,1058,Technical Interview,2024-10-04,Rejected,Low problem-solving
3427,1059,Resume Screening,2024-10-21,Selected,
3428,1059,Technical Interview,2024-10-23,Selected,
3429,1059,Managerial Interview,2024-10-30,Selected,
3430,1059,HR Interview,2024-11-05,Selected,
3431,1059,Offer Made,2024-11-09,Declined,Location issue
3432,1060,Resume Screening,2024-10-31,Selected,
3433,1060,Technical Interview,2024-11-02,Rejected,Technical gap
3434,1061,Resume Screening,2024-09-26,Selected,
3435,1061,Technical Interview,2024-10-01,Selected,
3436,1061,Managerial Interview,2024-10-05,Rejected,Team fit issue
3437,1062,Resume Screening,2024-05-04,Selected,
3438,1062,Technical Interview,2024-05-11,Selected,
3439,1062,Managerial Interview,2024-05-13,Selected,
3440,1062,HR Interview,2024-05-19,Selected,
3441,1062,Offer Made,2024-05-22,Accepted,
3442,1062,Joined,2024-05-29,Joined,
3443,1063,Resume Screening,2024-04-30,Rejected,Skill mismatch
3444,1064,Resume Screening,2024-09-08,Rejected,Experience mismatch
3445,1065,Resume Screening,2024-04-20,Selected,
3446,1065,Technical Interview,2024-04-27,Selected,
3447,1065,Managerial Interview,2024-05-03,Selected,
3448,1065,HR Interview,2024-05-05,Selected,
3449,1065,Offer Made,2024-05-10,Accepted,
3450,1065,Joined,2024-05-14,Joined,
3451,1066,Resume Screening,2024-03-05,Rejected,Skill mismatch
3452,1067,Resume Screening,2024-08-22,Selected,
3453,1067,Technical Interview,2024-08-25,Selected,
3454,1067,Managerial Interview,2024-08-28,Rejected,Team fit issue
3455,1068,Resume Screening,2024-11-03,Selected,
3456,1068,Technical Interview,2024-11-05,Selected,
3457,1068,Managerial Interview,2024-11-07,Selected,
3458,1068,HR Interview,2024-11-09,Selected,
3459,1068,Offer Made,2024-11-16,Accepted,
3460,1068,Joined,2024-11-20,Joined,
3461,1069,Resume Screening,2024-05-18,Selected,
3462,1069,Technical Interview,2024-05-24,Selected,
3463,1069,Managerial Interview,2024-05-31,Selected,
3464,1069,HR Interview,2024-06-06,Selected,
3465,1069,Offer Made,2024-06-10,Accepted,
3466,1069,Joined,2024-06-14,Joined,
3467,1070,Resume Screening,2024-09-08,Rejected,Experience mismatch
3468,1071,Resume Screening,2024-08-06,Rejected,Profile not relevant
3469,1072,Resume Screening,2024-08-15,Selected,
3470,1072,Technical Interview,2024-08-18,Selected,
3471,1072,Managerial Interview,2024-08-24,Selected,
3472,1072,HR Interview,2024-08-29,Selected,
3473,1072,Offer Made,2024-09-03,Accepted,
3474,1072,Joined,2024-09-06,Joined,
3475,1073,Resume Screening,2024-05-02,Rejected,Skill mismatch
3476,1074,Resume Screening,2024-08-15,Selected,
3477,1074,Technical Interview,2024-08-21,Rejected,Low problem-solving
3478,1075,Resume Screening,2024-08-13,Selected,
3479,1075,Technical Interview,2024-08-19,Selected,
3480,1075,Managerial Interview,2024-08-26,Selected,
3481,1075,HR Interview,2024-08-30,Rejected,Location constraint
3482,1076,Resume Screening,2024-05-26,Selected,
3483,1076,Technical Interview,2024-05-30,Selected,
3484,1076,Managerial Interview,2024-06-01,Selected,
3485,1076,HR Interview,2024-06-08,Selected,
3486,1076,Offer Made,2024-06-13,Declined,Compensation issue
3487,1077,Resume Screening,2024-07-08,Selected,
3488,1077,Technical Interview,2024-07-11,Selected,
3489,1077,Managerial Interview,2024-07-17,Selected,
3490,1077,HR Interview,2024-07-20,Rejected,Location constraint
3491,1078,Resume Screening,2024-09-02,Rejected,Skill mismatch
3492,1079,Resume Screening,2024-05-15,Selected,
3493,1079,Technical Interview,2024-05-22,Selected,
3494,1079,Managerial Interview,2024-05-28,Selected,
3495,1079,HR Interview,2024-06-02,Selected,
3496,1079,Offer Made,2024-06-08,Declined,Location issue
3497,1080,Resume Screening,2024-07-20,Selected,
3498,1080,Technical Interview,2024-07-22,Rejected,Low problem-solving
3499,1081,Resume Screening,2024-08-17,Rejected,Profile not relevant
